Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Returns,MA5,MA20,MA50,RSI,MACD
2023-06-09 00:00:00+05:30,1141.0630022086802,1141.768493092545,1127.8635807880048,1129.6614990234375,5877018,0.0,0.0,-0.007080870309184917,1132.08291015625,1124.6742004394532,1098.2369860839844,56.03586222141066,-1.4734579072266794
2023-06-12 00:00:00+05:30,1126.7258172350764,1132.961345647828,1121.9466580390113,1130.662841796875,6391969,0.0,0.0,0.0008864095787128878,1132.7110107421875,1124.5581420898438,1100.4817907714844,56.57775224272708,-1.6078613992385549
2023-06-13 00:00:00+05:30,1135.6012556135665,1148.5502642183164,1131.6186029642636,1147.3668212890625,11248016,0.0,0.0,0.014773616744706342,1136.4887451171876,1126.0840270996093,1102.9655456542969,66.2893759472017,-0.6361442263929202
2023-06-14 00:00:00+05:30,1147.4351259891316,1162.910298244975,1145.6145741430057,1161.4765625,13277380,0.0,0.0,0.012297498018188469,1141.37705078125,1128.6453857421875,1105.8525659179688,70.11867816479928,0.8138206050548717
2023-06-15 00:00:00+05:30,1161.4537373210937,1166.3466657425097,1154.0347662802658,1161.795166015625,11813494,0.0,0.0,0.00027430903550840213,1146.192578125,1131.3421508789063,1107.8688842773438,60.84807314687754,1.6055592004195418
2023-06-16 00:00:00+05:30,1165.277051099355,1175.3814628689474,1165.277051099355,1173.105712890625,24171579,0.0,0.0,0.009735405350143944,1154.8814208984375,1134.4246643066406,1110.1077734375,62.735424714603916,2.641050849336006
2023-06-19 00:00:00+05:30,1176.1097699237832,1176.1097699237832,1157.2892937326951,1161.453857421875,6798554,0.0,0.0,-0.00993248548763681,1161.0396240234375,1136.6276000976563,1112.1646020507812,56.422687192267425,2.3036136442976343
2023-06-20 00:00:00+05:30,1159.5194942207468,1167.006607035453,1153.807305095174,1163.8660888671875,6921096,0.0,0.0,0.002076906826644853,1164.3394775390625,1138.9613830566407,1114.1276684570312,71.45679787975419,2.015627016644208
2023-06-21 00:00:00+05:30,1163.820518987149,1169.6692311312559,1159.7242173321142,1167.1431884765625,6961603,0.0,0.0,0.002815701600658027,1165.472802734375,1141.7844543457031,1116.3073876953124,74.7976501219562,1.824331631826503
2023-06-22 00:00:00+05:30,1163.3654489449273,1171.23949788599,1152.44177714095,1154.0347900390625,7619166,0.0,0.0,-0.0112311827434044,1163.9207275390625,1143.958935546875,1118.12025390625,67.8842101239087,0.6538262383163271
