Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Returns,MA5,MA20,MA50,RSI,MACD,Position,Signal,PredictedReturn,PortfolioValue,CumulativeReturn
2023-07-31 00:00:00+05:30,1246.5367298459403,1259.3824434340952,1241.6547567277278,1257.0894775390625,8551174,0.0,0.0,0.00846564245528314,1241.856982421875,1242.1501953125,1181.945771484375,49.651991000762465,-4.863191436801252,0,0,-0.003333146152769806,10000.0,0.0
2023-08-01 00:00:00+05:30,1259.9249956309786,1261.8974809470349,1235.4168896571687,1239.3125,9536632,0.0,0.0,-0.014141378045629316,1244.55927734375,1245.2022338867187,1184.3841186523437,44.84742882474632,-5.486105167629759,1,1,0.013583492327368996,10000.0,0.0
2023-08-02 00:00:00+05:30,1237.3400157682765,1238.7207795689158,1214.8537553800984,1226.072265625,12748214,0.0,0.0,-0.010683531696000781,1240.6291259765626,1247.688983154297,1186.5617553710938,44.405035294490595,-6.650319152443391,0,1,0.024428263125430894,10000.0,0.0
2023-08-03 00:00:00+05:30,1220.6231447751093,1233.246977477257,1212.116802581427,1220.9189453125,10168350,0.0,0.0,-0.004203113027659189,1237.985986328125,1248.6834716796875,1188.7665014648437,43.51265425793109,-7.561534243337114,1,1,0.026062663224187377,9894.078125,-0.010592187500000017
2023-08-04 00:00:00+05:30,1232.2115193068155,1240.6931815252224,1218.7986441252715,1237.5125732421875,22885610,0.0,0.0,0.013591097094033833,1236.18115234375,1250.6248413085937,1191.305849609375,40.941942994761156,-6.86133343008682,1,0,0.00931437253751155,9852.8515625,-0.014714843749999984
2023-08-07 00:00:00+05:30,1243.1587651593345,1246.807814528615,1235.2688245633212,1244.564208984375,5982870,0.0,0.0,0.005698233613669723,1233.6760986328125,1250.6100463867188,1193.3804248046874,39.78412180879178,-5.781143312871169,1,0,0.0012186254528492313,9985.6005859375,-0.0014399414062500338
2023-08-08 00:00:00+05:30,1246.610671086271,1249.791279456067,1232.5813939016416,1237.0687255859375,9844072,0.0,0.0,-0.006022576693374582,1233.22734375,1249.5457153320312,1195.17673828125,35.11405080093303,-5.434595376236807,1,0,0.005977883432859432,10042.013671875,0.004201367187500082
2023-08-09 00:00:00+05:30,1235.1949123736956,1247.103743380083,1223.4832817270853,1245.2298583984375,11486586,0.0,0.0,0.006597153936321876,1237.0588623046874,1248.8200256347657,1197.1421899414063,38.09583408833205,-4.5544915488217566,1,0,-0.0029456635708513534,9982.0498046875,-0.0017950195312500528
2023-08-10 00:00:00+05:30,1245.106571013069,1257.459283345296,1236.9700697678936,1250.7774658203125,15470598,0.0,0.0,0.00445508705437736,1243.03056640625,1248.9349670410156,1199.6742016601563,49.64903904988238,-3.542510199935565,1,0,-0.009424493311766757,10047.3388671875,0.00473388671875008
2023-08-11 00:00:00+05:30,1248.8050955618871,1261.8235709864505,1238.8934290040763,1256.053955078125,22179330,0.0,0.0,0.004218567572571219,1246.7388427734375,1249.3660705566406,1202.3722778320312,60.407629645855145,-2.5101483405389367,-1,-1,-0.015373782526141633,10091.7197265625,0.009171972656250027
2023-08-14 00:00:00+05:30,1252.035081413995,1273.3872594997576,1245.13138265866,1270.89697265625,9575812,0.0,0.0,0.011817181513672947,1252.0053955078124,1249.2649047851562,1205.4404956054686,64.49054454567849,-0.9028958624908725,0,-1,-0.02871840532685732,10133.931640625,0.013393164062500018
2023-08-16 00:00:00+05:30,1257.9523753926644,1273.633656051599,1257.9523753926644,1269.8612060546875,10203112,0.0,0.0,-0.0008149886449078103,1258.5638916015625,1248.571466064453,1208.2872729492187,58.82769433516845,-0.030856941216775624,0,-1,-0.02655223402809692,10133.931640625,0.013393164062500018
2023-08-17 00:00:00+05:30,1265.891624756504,1271.3159585738858,1249.0022217342007,1251.541748046875,13673744,0.0,0.0,-0.014426346690855296,1259.82626953125,1246.4750366210938,1210.748544921875,56.06732480157667,-0.7682838335858442,0,0,-0.009774577086468894,10133.931640625,0.013393164062500018
2023-08-18 00:00:00+05:30,1248.2132273455447,1271.0694465982021,1237.0193984812158,1260.8125,18639978,0.0,0.0,0.007407465206488384,1261.8332763671874,1244.9204711914062,1213.2240942382812,55.08692138319094,-0.71334176296347,0,-1,-0.016637415273857648,10133.931640625,0.013393164062500018
2023-08-21 00:00:00+05:30,1261.3835688907475,1269.0811399821723,1249.3157396404515,1251.47607421875,9221746,9.0,0.0,-0.00740508662568784,1260.9177001953126,1244.8986877441407,1215.4992651367188,47.98226977428275,-1.350479094281086,0,0,-0.008712938440003981,10133.931640625,0.013393164062500018
2023-08-22 00:00:00+05:30,1249.9365568165044,1260.3903796040318,1241.0471519251682,1251.1781005859375,7713044,0.0,0.0,-0.00023809774629413027,1256.97392578125,1246.1281005859375,1217.9295947265625,54.878027972519284,-1.808107679531135,0,0,-0.008282015720059266,10133.931640625,0.013393164062500018
2023-08-23 00:00:00+05:30,1253.5618384912532,1262.8238273856869,1249.9613617046014,1252.568603515625,9517952,0.0,0.0,0.0011113549134502687,1253.5154052734374,1247.4664794921875,1220.3677099609374,62.068674090532014,-2.0173583409998646,0,0,-0.007784103173951729,10133.931640625,0.013393164062500018
2023-08-24 00:00:00+05:30,1261.3587235815999,1261.3587235815999,1227.1418267680626,1231.5120849609375,14140020,0.0,0.0,-0.016810670885081702,1249.50947265625,1246.7559326171875,1222.050615234375,54.21445090579199,-3.487879769347094,1,1,0.0122931316559034,10133.931640625,0.013393164062500018
2023-08-25 00:00:00+05:30,1219.692531286219,1244.0267878143236,1213.0379055498036,1225.8258056640625,22222400,0.0,0.0,-0.0046173150603352475,1242.5121337890625,1246.3404907226563,1223.3376000976561,44.908571477193924,-4.683011771031163,0,1,0.0169676430717296,10133.931640625,0.013393164062500018
2023-08-28 00:00:00+05:30,1227.6384530850385,1233.5978630514705,1207.326845947251,1213.6090087890625,12580826,0.0,0.0,-0.009966176938477678,1234.938720703125,1244.6941040039062,1224.373876953125,37.09492407641316,-6.048973065126042,1,1,0.024071471579702797,10088.44140625,0.008844140624999941
2023-08-29 00:00:00+05:30,1217.7309089546334,1218.426124924763,1195.9293289635527,1201.9881591796875,16876644,0.0,0.0,-0.009575447714392227,1225.100732421875,1241.9390380859375,1224.9515258789063,35.861402583499284,-7.398582106562873,0,1,0.029322874915676422,9990.70703125,-0.0009292968749999853
2023-08-30 00:00:00+05:30,1207.773737009852,1213.236529405867,1199.3312396705562,1200.845947265625,12168946,0.0,0.0,-0.000950268856926173,1214.756201171875,1240.0157104492187,1225.7393701171875,31.03910421079749,-7.981608093847413,1,1,0.024766860675079494,9897.740234375,-0.010225976562500017
2023-08-31 00:00:00+05:30,1203.30415606053,1204.2973910221976,1191.832243755466,1195.3582763671875,21638600,0.0,0.0,-0.004569837547383271,1207.525439453125,1238.4800109863281,1226.3692163085936,26.312680918203583,-8.312716829551766,0,1,0.02473468492867248,9888.6025390625,-0.011139746093750014
2023-09-01 00:00:00+05:30,1195.1348905121704,1204.6202121872007,1192.701391971407,1198.1641845703125,18112842,0.0,0.0,0.0023473365756518927,1201.993115234375,1237.3422729492188,1226.9896337890625,24.722860947032558,-7.920348239263994,1,1,0.016811767825836377,9844.701171875,-0.015529882812500007
2023-09-04 00:00:00+05:30,1198.1641806717305,1203.6269732528613,1194.5141147392258,1197.19580078125,9347626,0.0,0.0,-0.0008082229476837899,1198.7104736328124,1235.326434326172,1227.8528540039063,13.382119974866754,-7.317901108738392,0,1,0.01215638343676484,9867.1484375,-0.01328515625000004
2023-09-05 00:00:00+05:30,1201.8143014260206,1208.7420910221174,1198.0648152036629,1203.6021728515625,8675876,0.0,0.0,0.00535114812976456,1199.0332763671875,1233.2783325195312,1229.0330859375,18.747538582361628,-6.1280434261114305,0,0,0.0016623933472570407,9859.4013671875,-0.014059863281249974
2023-09-06 00:00:00+05:30,1202.3606674742653,1209.8346637897985,1200.4486416178,1206.1348876953125,8200370,0.0,0.0,0.0021042790557195268,1200.091064453125,1231.731640625,1230.43875,24.83530132854898,-4.865623199416619,0,0,-0.0041673499844607775,9910.65234375,-0.008934765624999952
2023-09-07 00:00:00+05:30,1202.6586190269109,1210.8776631982703,1197.3448358334992,1207.7738037109375,13652572,0.0,0.0,0.001358816524042794,1202.574169921875,1229.858837890625,1231.8689990234375,17.88940177989437,-3.669850743852101,0,0,-0.008618920348992254,9930.9140625,-0.0069085937499999694
2023-09-08 00:00:00+05:30,1211.74673037339,1219.6926105725597,1203.2793775372477,1215.8189697265625,23109288,0.0,0.0,0.006661152933526093,1206.105126953125,1228.1109130859375,1233.1592993164063,28.069653847944167,-2.161339947079277,0,-1,-0.018542756556111484,9944.025390625,-0.005597460937500021
2023-09-11 00:00:00+05:30,1217.7060837441973,1230.0470768509072,1217.7060837441973,1228.9296875,13271074,0.0,0.0,0.010783445644367617,1212.451904296875,1226.7546997070312,1234.5229272460938,38.17944563851189,-0.2076916353838385,0,-1,-0.03252911889749288,10008.38671875,0.0008386718749999744
2023-09-12 00:00:00+05:30,1233.1012736835467,1233.1012736835467,1209.735395658241,1211.1756591796875,16255666,0.0,0.0,-0.014446740526245505,1213.9666015625,1223.7686340332032,1234.9356811523437,31.26550429783279,-0.04669584461141696,0,-1,-0.020910242435600912,10113.2724609375,0.01132724609374991
2023-09-13 00:00:00+05:30,1211.7467272526792,1222.9950653828562,1204.9182364741037,1217.234375,12803338,0.0,0.0,0.005002342785204172,1216.1864990234376,1221.1372924804687,1235.7149340820313,42.52278076890129,0.5020405395297898,0,-1,-0.02908815372009166,9971.240234375,-0.002875976562500049
2023-09-14 00:00:00+05:30,1221.678997428229,1224.5594030531795,1214.2297352487885,1218.3516845703125,9209636,0.0,0.0,0.0009179083283057388,1218.3020751953125,1219.4777893066407,1236.5552221679689,45.889082852155234,0.9485462930194926,0,-1,-0.031939639230852856,10019.7099609375,0.001970996093749955
2023-09-15 00:00:00+05:30,1225.6519470756666,1225.6519470756666,1216.4645236474253,1220.611328125,25468592,0.0,0.0,0.001854672655937195,1219.260546875,1217.4677307128907,1236.946865234375,54.325163504646895,1.378308455648951,0,-1,-0.0339975150577726,10028.6484375,0.002864843750000068
2023-09-18 00:00:00+05:30,1211.7715140152752,1217.2094512068952,1207.798574150055,1209.983642578125,7516300,0.0,0.0,-0.008706854755477611,1215.471337890625,1215.3931091308593,1237.1728344726562,54.9999618317697,0.9494665373064004,0,-1,-0.025038941712687723,10046.7255859375,0.004672558593749931
2023-09-20 00:00:00+05:30,1203.329062564474,1205.5886964476529,1169.5342173018194,1183.017333984375,57081884,0.0,0.0,-0.022286506730200606,1209.8396728515625,1211.9850708007812,1235.9359790039061,41.57274974438749,-1.039907962221621,0,0,-0.002491224513303636,9961.7041015625,-0.0038295898437500364
2023-09-21 00:00:00+05:30,1179.441742323428,1186.965570418066,1172.017334727341,1174.401123046875,12226182,0.0,0.0,-0.007283249949077919,1201.2730224609375,1208.0766967773438,1234.25689453125,40.37851318407263,-2.7296772287005426,0,0,0.003349257663973315,9745.9736328125,-0.025402636718749982
2023-09-22 00:00:00+05:30,1179.963222413726,1183.166381154962,1167.0511669496027,1169.5093994140625,19176786,0.0,0.0,-0.004165292025710365,1191.5045654296875,1204.9765625,1232.4522094726562,37.09172933653887,-3.899169676997272,0,0,0.0038135960261538315,9677.0439453125,-0.03229560546874999
2023-09-25 00:00:00+05:30,1167.2496692558325,1172.3648535170125,1159.6515188545518,1162.308349609375,14254884,0.0,0.0,-0.006157325292379223,1179.8439697265626,1201.8006896972656,1230.7288037109374,35.11964761746084,-4.819744773327212,0,0,0.008057789906558144,9637.91015625,-0.036208984374999975
2023-09-26 00:00:00+05:30,1161.3649231350792,1167.1504687327713,1159.8999257031473,1163.3265380859375,10087782,0.0,0.0,0.0008760054738525813,1170.512548828125,1199.2865661621095,1229.0466967773436,31.99382217468184,-5.000527469304412,0,0,0.0054813388149614894,9580.3017578125,-0.04196982421874995
2023-09-27 00:00:00+05:30,1163.8230979312202,1177.8773972692843,1161.3400104596365,1176.4371337890625,11722778,0.0,0.0,0.011269918869637685,1169.1965087890626,1198.009014892578,1227.1170336914063,37.870175921438644,-3.9250393005120685,0,0,-0.006493061817799295,9588.447265625,-0.04115527343750003
2023-09-28 00:00:00+05:30,1183.4394534727044,1183.4394534727044,1154.635639665983,1159.1549072265625,14518346,0.0,0.0,-0.014690310315892074,1166.147265625,1195.924462890625,1224.6255322265624,32.39205859676176,-4.049176713959456,0,0,0.008960859677187516,9693.33203125,-0.030666796874999958
